GeneSymbol	GeneID	MediaTumor	MedianNormal	Log2FoldChange	adjp
ZMIZ1-AS1	ENSG00000224596.7	0.800	3.000	-1.152	8.45e-29
SH3BP5-AS1	ENSG00000224660.1	2.140	14.390	-2.293	1.96e-46
RP11-82L18.2	ENSG00000224945.1	3.300	36.274	-3.116	1.08e-55
PGM5-AS1	ENSG00000224958.5	1.230	8.190	-2.043	5.13e-14
RP11-228B15.4	ENSG00000225032.5	0.690	3.850	-1.521	3.10e-38
HSPA7	ENSG00000225217.1	1.380	10.065	-2.217	4.57e-28
RP11-415J8.3	ENSG00000225313.5	0.790	9.465	-2.548	1.74e-70
LINC00475	ENSG00000225511.6	1.050	3.275	-1.060	1.97e-18
RPL35P5	ENSG00000225573.4	7.960	1.675	1.744	5.70e-33
SLC26A6	ENSG00000225697.10	5.980	13.730	-1.077	1.15e-13
SNHG23	ENSG00000225746.8	1.620	6.505	-1.518	6.85e-15
FAM229A	ENSG00000225828.1	1.750	8.660	-1.813	1.06e-40
RUSC1-AS1	ENSG00000225855.6	2.730	7.120	-1.122	2.79e-17
HAR1A	ENSG00000225978.3	1.790	0.210	1.205	6.85e-21
RP11-419C5.2	ENSG00000226232.8	1.820	7.115	-1.525	9.72e-25
LEMD1-AS1	ENSG00000226235.1	1.810	5.170	-1.135	4.55e-10
FTLP3	ENSG00000226608.3	2.760	7.244	-1.133	8.69e-16
HSBP1L1	ENSG00000226742.3	13.530	30.675	-1.124	1.67e-14
TBCAP1	ENSG00000226781.1	7.540	0.385	2.624	2.00e-80
RP11-395B7.4	ENSG00000227053.1	2.150	0.495	1.075	3.06e-15
RP11-543P15.1	ENSG00000227081.5	14.840	6.165	1.145	2.12e-14
RPS28P7	ENSG00000227097.5	880.024	216.353	2.019	6.54e-43
PFN1P6	ENSG00000227212.3	0.200	2.190	-1.411	3.00e-42
WASH7P	ENSG00000227232.5	1.770	9.295	-1.894	1.50e-48
RP11-258C19.4	ENSG00000227329.2	0.000	1.224	-1.153	2.48e-6
SPAG5-AS1	ENSG00000227543.4	0.430	1.995	-1.067	1.45e-34
RP1-28O10.1	ENSG00000227591.5	0.530	6.920	-2.372	1.28e-36
RP11-864N7.2	ENSG00000227615.1	1.420	4.080	-1.070	1.52e-16
RP11-488L18.4	ENSG00000227671.4	4.830	21.655	-1.958	1.76e-47
RP4-565E6.1	ENSG00000227733.8	0.420	1.945	-1.052	5.38e-18
RP1-283E3.4	ENSG00000227775.3	0.830	5.020	-1.718	1.02e-37
LINC01341	ENSG00000227953.6	0.330	2.280	-1.302	2.89e-23
RP1-317E23.3	ENSG00000228172.5	1.080	3.865	-1.226	2.14e-24
HCG11	ENSG00000228223.2	0.340	1.680	-1.000	4.40e-25
MT-ATP8	ENSG00000228253.1	26091.639	55967.434	-1.101	9.69e-8
ORM2	ENSG00000228278.3	0.090	1.725	-1.322	1.33e-4
GUSBP11	ENSG00000228315.11	4.870	19.990	-1.838	7.59e-31
RP11-206L10.2	ENSG00000228327.2	0.250	1.670	-1.095	5.84e-28
LINC01125	ENSG00000228486.9	1.990	5.790	-1.183	7.54e-36
RAB11FIP1P1	ENSG00000228492.2	0.340	4.325	-1.991	4.20e-56
RP1-241P17.4	ENSG00000228532.4	25.899	1.570	3.388	6.08e-50
RP11-108M9.3	ENSG00000228549.3	0.040	1.215	-1.091	1.80e-30
PROB1	ENSG00000228672.3	0.950	3.655	-1.255	1.35e-31
RP13-39P12.3	ENSG00000228748.2	23.560	10.455	1.100	1.63e-3
FAM207BP	ENSG00000228797.2	1.680	0.200	1.159	3.60e-38
LAMA5-AS1	ENSG00000228812.7	0.150	2.060	-1.412	1.98e-19
OR2A9P	ENSG00000228960.5	0.380	2.395	-1.299	1.72e-28
VDAC1P8	ENSG00000229036.7	1.790	7.015	-1.522	8.58e-44
RPL41	ENSG00000229117.8	1321.993	2745.398	-1.054	6.56e-12
PGA4	ENSG00000229183.8	0.030	3.825	-2.228	1.38e-29
HMGN1P37	ENSG00000229237.2	2.100	0.000	1.632	2.57e-52
ORM1	ENSG00000229314.5	0.220	4.145	-2.076	1.78e-7
KRT8P12	ENSG00000229320.3	6.210	2.505	1.041	1.90e-19
PATL2	ENSG00000229474.6	0.560	3.065	-1.382	2.83e-24
PET100	ENSG00000229833.9	102.408	40.854	1.305	5.81e-36
PGA3	ENSG00000229859.8	0.020	7.543	-3.066	1.08e-37
LINC01315	ENSG00000229891.1	0.510	2.070	-1.024	4.03e-12
TMSB4XP6	ENSG00000230043.1	0.000	27.940	-4.855	1.28e-12
HOXB-AS1	ENSG00000230148.8	1.720	4.949	-1.129	8.98e-13
GS1-124K5.2	ENSG00000230189.6	0.800	3.080	-1.181	1.22e-23
RP11-632C17__A.1	ENSG00000230202.1	4.900	14.700	-1.412	3.36e-17
GOLGA6L5P	ENSG00000230373.8	2.070	19.309	-2.726	9.57e-65
RP5-902P8.10	ENSG00000230415.1	1.060	4.540	-1.427	9.27e-31
SERPINB9P1	ENSG00000230438.6	0.590	3.570	-1.523	6.05e-9
RPS23P8	ENSG00000230629.2	46.710	13.155	1.753	8.09e-33
RP11-364B14.3	ENSG00000230707.1	0.330	5.300	-2.244	2.40e-24
RP11-274B21.4	ENSG00000230715.3	7.280	16.034	-1.041	8.47e-22
LINC01001	ENSG00000230724.9	4.470	14.330	-1.487	9.95e-38
MEIS1-AS2	ENSG00000230749.4	0.240	1.750	-1.149	1.40e-32
RP3-525N10.2	ENSG00000230910.2	0.060	1.150	-1.020	1.47e-12
RP4-631H13.6	ENSG00000230953.2	0.000	5.520	-2.705	1.47e-27
RP11-109P14.10	ENSG00000230955.1	1.340	0.000	1.227	1.78e-5
RP11-263K19.4	ENSG00000231064.5	1.220	6.065	-1.670	5.95e-30
HAR1B	ENSG00000231133.6	1.850	0.130	1.335	4.12e-23
KLF3-AS1	ENSG00000231160.9	1.140	3.670	-1.126	2.03e-14
RP11-418J17.1	ENSG00000231365.5	1.610	7.180	-1.648	5.88e-47
LINC00899	ENSG00000231711.2	0.220	1.525	-1.049	8.82e-29
LINC-PINT	ENSG00000231721.6	5.240	13.610	-1.227	1.37e-23
HNRNPA1P9	ENSG00000231956.1	0.040	1.570	-1.305	8.75e-40
FLJ27354	ENSG00000231999.6	0.660	2.935	-1.245	8.22e-26
LINC00202-1	ENSG00000232224.5	0.480	2.520	-1.250	2.93e-34
SC22CB-1E7.1	ENSG00000232346.1	0.680	3.160	-1.308	5.32e-23
SEMA3B-AS1	ENSG00000232352.1	0.760	3.170	-1.244	3.35e-10
RP11-234K24.3	ENSG00000232406.6	0.210	1.740	-1.179	8.50e-20
RP11-5P18.10	ENSG00000232456.1	3.230	0.930	1.132	2.92e-14
RPL3P4	ENSG00000232573.1	67.358	27.420	1.266	4.44e-10
PRPS1P2	ENSG00000232630.1	0.410	2.175	-1.171	4.45e-49
GOLGA8N	ENSG00000232653.8	2.290	6.165	-1.123	9.54e-24
GAPDHP74	ENSG00000232780.2	0.160	3.080	-1.814	2.97e-31
LYRM9	ENSG00000232859.9	13.030	35.645	-1.385	1.15e-20
LINC00342	ENSG00000232931.5	2.080	5.785	-1.139	5.78e-27
RP11-301L8.2	ENSG00000233110.1	0.080	1.870	-1.410	1.44e-51
SNRPEP4	ENSG00000233270.1	4.720	13.580	-1.350	4.21e-31
HOTAIRM1	ENSG00000233429.9	5.860	12.805	-1.009	7.21e-12
RP11-255H23.2	ENSG00000233836.7	0.390	2.860	-1.474	4.41e-32
LINC01503	ENSG00000233901.5	0.770	2.670	-1.052	1.07e-16
UBE2SP1	ENSG00000233966.1	3.000	0.415	1.499	2.19e-38
TPRG1-AS1	ENSG00000234076.1	0.260	1.780	-1.142	7.34e-18
RP1-20N18.4	ENSG00000234262.1	1.210	0.000	1.144	3.09e-16
H2BFS	ENSG00000234289.5	4.030	1.215	1.183	2.78e-17
ZNF37BP	ENSG00000234420.7	1.710	4.695	-1.071	8.83e-35
MAGI2-AS3	ENSG00000234456.7	13.910	31.800	-1.137	2.14e-21
RPL13AP20	ENSG00000234498.3	1.400	0.175	1.030	6.29e-37
SDCBP2-AS1	ENSG00000234684.6	1.300	4.755	-1.323	5.56e-45
RP11-166B2.1	ENSG00000234719.8	2.140	6.655	-1.286	1.68e-23
HNRNPUL2-BSCL2	ENSG00000234857.2	5.080	17.380	-1.596	3.67e-12
RP11-356I2.1	ENSG00000234956.5	3.560	0.090	2.065	1.79e-15
FABP5P7	ENSG00000234964.4	10.070	3.615	1.262	9.50e-13
SHISA8	ENSG00000234965.2	0.530	6.085	-2.211	9.81e-17
FTH1P2	ENSG00000234975.6	2.240	5.945	-1.100	1.61e-13
SEMA3F-AS1	ENSG00000235016.1	0.380	2.150	-1.191	1.00e-52
RP11-61I13.3	ENSG00000235033.7	0.730	3.360	-1.334	8.38e-36
TECRP1	ENSG00000235043.3	20.230	2.900	2.445	3.31e-65
LINC00940	ENSG00000235049.1	0.100	1.715	-1.303	1.34e-20
RPL39P3	ENSG00000235174.1	603.244	196.453	1.614	3.84e-21
RP11-108M9.5	ENSG00000235241.1	1.730	4.734	-1.071	8.61e-11
RP11-122K13.12	ENSG00000235245.1	0.740	3.610	-1.406	1.42e-45
RP11-70C1.3	ENSG00000235288.3	0.000	6.545	-2.916	2.45e-16
RP11-575L7.8	ENSG00000235298.1	1.160	9.405	-2.268	2.45e-47
SNRPGP10	ENSG00000235363.1	2.650	21.850	-2.646	1.28e-68
RP11-206L10.3	ENSG00000235373.1	0.100	1.520	-1.196	5.79e-50
RP4-639F20.1	ENSG00000235501.5	6.200	28.480	-2.034	2.60e-27
RPS2P7	ENSG00000235508.3	0.370	2.810	-1.476	1.79e-44
RPL6P27	ENSG00000235552.4	32.701	9.560	1.674	1.66e-45
LINC00894	ENSG00000235703.5	0.800	4.730	-1.670	4.51e-50
HMGN1P36	ENSG00000235734.4	1.470	0.000	1.305	6.67e-47
RP1-159A19.3	ENSG00000235912.1	0.000	3.615	-2.206	7.40e-22
PNMA6A	ENSG00000235961.5	3.180	0.755	1.252	1.72e-15
RP11-215A21.2	ENSG00000236058.3	2.960	0.180	1.747	6.69e-72
HSPB1P1	ENSG00000236060.2	14.160	0.000	3.922	1.81e-73
TMEM147-AS1	ENSG00000236144.6	2.030	8.585	-1.661	1.20e-46
KDM4A-AS1	ENSG00000236200.5	1.020	3.450	-1.139	1.37e-15
LINC00854	ENSG00000236383.7	0.190	1.905	-1.288	2.98e-42
RP11-175B9.3	ENSG00000236439.4	1.550	11.565	-2.301	9.27e-53
RPL13AP5	ENSG00000236552.2	121.700	57.338	1.073	7.25e-13
INTS6-AS1	ENSG00000236778.7	1.260	3.820	-1.093	2.09e-29
LINC00106	ENSG00000236871.6	0.460	8.025	-2.628	6.41e-56
RP4-669L17.10	ENSG00000237094.11	4.310	21.173	-2.062	1.16e-48
FTH1P11	ENSG00000237264.4	0.990	3.095	-1.041	1.57e-17
SMG1P1	ENSG00000237296.9	1.060	4.835	-1.502	8.99e-37
TTN-AS1	ENSG00000237298.8	3.370	10.030	-1.336	8.93e-40
RGL2	ENSG00000237441.9	23.020	71.352	-1.591	7.72e-30
RP11-206L10.9	ENSG00000237491.8	0.420	1.900	-1.030	3.05e-38
PYY2	ENSG00000237575.4	0.990	18.869	-3.320	2.13e-46
RP11-690I21.1	ENSG00000237641.1	0.260	2.475	-1.464	2.81e-38
RP5-857K21.6	ENSG00000237973.1	225.595	105.854	1.084	4.98e-4
PTENP1	ENSG00000237984.3	2.080	0.370	1.169	1.28e-39
RPL35P1	ENSG00000237991.3	2.520	0.345	1.388	2.21e-47
PAGR1	ENSG00000238045.9	8.880	29.944	-1.647	2.84e-21
ZEB2-AS1	ENSG00000238057.8	0.400	2.060	-1.128	1.36e-43
RP11-305M3.2	ENSG00000238072.1	6.060	15.320	-1.209	9.82e-14
GOLGA2P5	ENSG00000238105.7	1.800	5.805	-1.281	8.84e-26
RP11-108M9.4	ENSG00000238142.1	5.550	19.090	-1.617	2.66e-11
SNORD10	ENSG00000238917.1	0.000	1.632	-1.396	3.35e-3
RP11-464D20.2	ENSG00000239246.3	4.110	0.550	1.721	3.15e-54
RP11-295P9.3	ENSG00000239665.8	4.060	14.180	-1.585	5.33e-41
TNFSF12	ENSG00000239697.10	8.420	30.920	-1.761	6.15e-30
PARGP1	ENSG00000239883.8	0.810	2.755	-1.053	1.18e-27
RN7SL608P	ENSG00000239884.3	0.470	2.260	-1.149	1.57e-29
LILRA2	ENSG00000239998.5	0.660	2.370	-1.022	2.27e-13
LY6G5B	ENSG00000240053.8	1.460	9.440	-2.085	1.07e-55
RP11-499P20.2	ENSG00000240291.1	1.460	4.380	-1.129	6.01e-26
RPS2P5	ENSG00000240342.3	45.981	158.528	-1.764	8.95e-20
MTATP8P1	ENSG00000240409.1	3.900	0.453	1.754	3.81e-24
RPL7AP10	ENSG00000240522.1	0.080	1.480	-1.199	2.39e-32
RP5-890O3.9	ENSG00000240731.1	1.750	6.135	-1.375	7.85e-38
TMEM189	ENSG00000240849.10	40.461	18.770	1.068	1.42e-22
HIST2H2BB	ENSG00000240929.2	3.170	7.670	-1.056	5.52e-9
HOXA11-AS	ENSG00000240990.9	3.480	0.835	1.288	3.88e-13
RP11-244H3.1	ENSG00000241014.1	0.610	2.495	-1.118	1.34e-43
TPM3P9	ENSG00000241015.2	1.990	5.095	-1.027	1.29e-25
RP11-727A23.1	ENSG00000241020.1	0.890	4.875	-1.636	3.75e-29
RPL37P6	ENSG00000241431.1	2.220	0.000	1.687	6.63e-61
IDS	ENSG00000241489.7	1.480	7.435	-1.766	1.46e-35
INMT	ENSG00000241644.2	1.440	39.520	-4.054	4.90e-61
RPL7AP30	ENSG00000241741.1	5.270	1.390	1.391	5.14e-41
LINC00893	ENSG00000241769.7	2.760	14.305	-2.025	2.73e-43
RP11-34P13.13	ENSG00000241860.6	0.600	3.470	-1.482	1.01e-23
PISD	ENSG00000241878.9	11.270	32.640	-1.455	4.84e-27
TCEB1P19	ENSG00000241975.1	0.920	3.755	-1.308	9.43e-32
LINC00969	ENSG00000242086.8	14.520	35.990	-1.253	1.62e-25
MTFP1	ENSG00000242114.5	25.221	9.855	1.272	1.74e-10
SNHG3	ENSG00000242125.3	4.540	12.210	-1.254	2.40e-18
RP11-568K15.1	ENSG00000242193.9	4.760	12.630	-1.243	1.48e-15
PEG10	ENSG00000242265.5	59.030	245.724	-2.039	6.44e-11
STAG3L5P	ENSG00000242294.6	10.540	39.619	-1.816	1.46e-30
NPPA-AS1	ENSG00000242349.5	0.530	2.800	-1.312	8.42e-27
RP11-274B21.14	ENSG00000242588.5	1.020	5.525	-1.692	2.56e-35
ZNF702P	ENSG00000242779.6	0.530	2.635	-1.248	8.06e-16
RP11-285F7.2	ENSG00000242861.1	1.660	7.275	-1.637	2.27e-41
RN7SL737P	ENSG00000243015.2	0.190	1.450	-1.042	2.06e-7
MRPL33	ENSG00000243147.7	166.663	589.153	-1.816	5.30e-22
MICAL3	ENSG00000243156.7	3.030	10.490	-1.511	1.21e-29
GSTA9P	ENSG00000243236.6	0.910	20.039	-3.461	8.98e-16
STON1	ENSG00000243244.5	0.540	3.795	-1.639	7.61e-50
RP11-274B21.2	ENSG00000243302.3	4.890	14.404	-1.387	1.88e-29
RN7SL834P	ENSG00000243650.3	0.270	1.710	-1.093	1.76e-27
RP5-966M1.6	ENSG00000243696.4	0.230	4.125	-2.059	1.49e-55
PLA2G4B	ENSG00000243708.8	1.530	4.470	-1.112	2.17e-25
NPIPB5	ENSG00000243716.10	18.550	80.420	-2.058	4.40e-40
RPS12P21	ENSG00000243930.1	0.510	2.052	-1.015	2.98e-7
GSTA1	ENSG00000243955.5	252.090	722.097	-1.515	9.83e-7
RP11-552M11.4	ENSG00000243960.1	0.410	3.520	-1.681	1.19e-36
RPL23AP65	ENSG00000243964.1	5.420	0.640	1.969	1.85e-50
IFITM10	ENSG00000244242.1	9.410	65.194	-2.669	2.93e-29
PKD1P1	ENSG00000244257.5	1.200	7.060	-1.873	2.10e-20
OR2A1-AS1	ENSG00000244479.6	0.810	3.175	-1.206	5.53e-22
LILRA6	ENSG00000244482.9	0.270	3.490	-1.822	4.58e-44
SCARF2	ENSG00000244486.7	0.920	4.825	-1.601	3.08e-31
RP11-10G12.1	ENSG00000244538.1	2.450	0.000	1.787	7.63e-49
RP4-800G7.2	ENSG00000244560.6	1.360	8.750	-2.047	4.33e-53
RP3-449O17.1	ENSG00000244627.5	0.810	3.050	-1.162	1.84e-37
FCGR2C	ENSG00000244682.7	0.550	12.985	-3.174	3.02e-45
RP5-894A10.2	ENSG00000244701.1	0.900	3.465	-1.233	2.02e-39
RP11-20O24.4	ENSG00000244716.3	1.190	6.080	-1.693	6.89e-45
N4BP2L2	ENSG00000244754.8	21.621	47.176	-1.091	2.98e-26
NEAT1	ENSG00000245532.5	132.449	1395.386	-3.387	2.27e-41
RAD51-AS1	ENSG00000245849.6	1.710	6.515	-1.472	2.08e-44
RP11-33B1.1	ENSG00000245958.6	5.270	11.930	-1.044	2.80e-23
RAB30-AS1	ENSG00000246067.7	5.720	12.925	-1.051	7.50e-15
NUDT16P1	ENSG00000246082.2	0.860	2.765	-1.017	1.10e-11
KCTD21-AS1	ENSG00000246174.7	0.800	3.590	-1.350	8.03e-24
EXTL3-AS1	ENSG00000246339.5	0.200	2.440	-1.519	1.25e-45
RP11-894P9.1	ENSG00000246451.2	0.420	2.460	-1.285	2.97e-47
RP11-1277A3.2	ENSG00000246596.6	0.470	6.710	-2.391	5.34e-43
H2AFJ	ENSG00000246705.4	305.578	150.075	1.021	2.89e-10
MIR210HG	ENSG00000247095.2	6.870	2.860	1.028	1.51e-5
ZCCHC3	ENSG00000247315.3	15.040	6.930	1.016	2.13e-25
MTND4P12	ENSG00000247627.2	23.160	0.970	3.616	3.35e-16
RP11-1277A3.1	ENSG00000247679.2	1.090	3.360	-1.061	5.25e-24
PCED1B-AS1	ENSG00000247774.6	2.720	7.205	-1.141	3.13e-8
NR2F2-AS1	ENSG00000247809.7	1.030	3.065	-1.002	8.82e-23
FAM13A-AS1	ENSG00000248019.2	0.550	2.265	-1.075	4.29e-47
WHAMMP2	ENSG00000248334.6	0.310	1.645	-1.014	2.32e-52
RP11-597D13.9	ENSG00000248429.5	3.690	9.165	-1.116	5.35e-7
SEMA6A-AS1	ENSG00000248445.5	0.560	6.080	-2.182	8.19e-61
SRP14-AS1	ENSG00000248508.6	2.510	6.840	-1.159	3.31e-18
TMEM110-MUSTN1	ENSG00000248592.7	0.770	2.670	-1.052	2.33e-23
ZNF436-AS1	ENSG00000249087.6	1.360	6.660	-1.699	3.08e-35
TMEM150C	ENSG00000249242.7	9.520	34.410	-1.751	3.93e-14
LINC01088	ENSG00000249307.5	0.240	3.305	-1.796	7.20e-34
NPM1P27	ENSG00000249353.2	12.090	4.400	1.277	1.21e-20
RP11-298J20.4	ENSG00000249456.1	0.520	3.440	-1.546	1.66e-22
LINC01091	ENSG00000249464.5	0.120	1.375	-1.084	2.64e-13
LINC01234	ENSG00000249550.6	2.410	0.000	1.770	3.05e-23
RP11-496H1.1	ENSG00000249626.1	0.500	2.455	-1.204	1.97e-24
RP11-256P1.1	ENSG00000249971.1	12.370	0.000	3.741	1.29e-25
RP13-401N8.3	ENSG00000250090.1	0.730	2.645	-1.075	2.91e-10
RP11-848G14.5	ENSG00000250138.4	0.240	2.965	-1.677	1.86e-38
PKD1P6	ENSG00000250251.6	4.620	11.749	-1.182	7.52e-23
RP11-159K7.2	ENSG00000250358.5	1.500	0.000	1.322	1.99e-25
GPR162	ENSG00000250510.7	0.930	2.965	-1.039	1.72e-4
STK19B	ENSG00000250535.1	38.390	89.374	-1.198	3.38e-10
RP4-669L17.8	ENSG00000250575.1	1.190	5.055	-1.467	2.54e-39
RP11-834C11.7	ENSG00000250654.7	0.390	1.915	-1.068	1.64e-12
SNHG18	ENSG00000250786.1	0.520	2.245	-1.094	9.86e-22
GLUD1P3	ENSG00000250959.2	0.260	1.550	-1.017	1.09e-39
SHANK3	ENSG00000251322.7	2.070	6.730	-1.332	3.65e-37
RP11-597D13.7	ENSG00000251429.1	0.450	3.820	-1.733	6.89e-31
RP11-420A23.1	ENSG00000251432.6	1.220	3.590	-1.048	6.03e-17
RPL32P3	ENSG00000251474.6	2.060	5.730	-1.137	1.57e-35
MALAT1	ENSG00000251562.7	46.921	199.514	-2.065	4.27e-32
RP11-119D9.1	ENSG00000251637.6	0.000	1.540	-1.345	1.06e-23
RN7SKP70	ENSG00000252464.1	0.340	2.215	-1.263	3.61e-18
PCDHGA12	ENSG00000253159.2	0.840	3.415	-1.263	1.44e-6
RP11-582J16.5	ENSG00000253200.1	1.120	4.695	-1.426	1.90e-38
TMEM200B	ENSG00000253304.1	0.470	2.350	-1.188	4.10e-7
HOXA-AS2	ENSG00000253552.7	1.370	7.005	-1.756	2.87e-39
RP11-806O11.1	ENSG00000253671.1	0.940	6.040	-1.859	1.94e-30
RP11-439C15.4	ENSG00000253764.1	0.640	7.260	-2.332	2.17e-48
RP11-156K13.1	ENSG00000253944.1	0.080	1.195	-1.023	3.04e-25
LYN	ENSG00000254087.7	2.380	6.200	-1.091	3.13e-11
RBPMS-AS1	ENSG00000254109.5	0.920	3.250	-1.146	1.58e-20
PCDHGB7	ENSG00000254122.2	1.370	4.595	-1.239	4.94e-6
LINC01485	ENSG00000254211.5	4.910	17.159	-1.619	2.03e-14
RP11-760H22.2	ENSG00000254343.2	2.650	9.130	-1.473	1.78e-24
SIGLEC14	ENSG00000254415.3	0.310	2.010	-1.200	8.49e-20
RP11-347E10.1	ENSG00000254416.5	1.910	14.399	-2.404	6.34e-13
RP11-110I1.11	ENSG00000254428.1	0.100	1.460	-1.161	1.36e-40
RP11-867G23.4	ENSG00000254452.1	25.200	3.015	2.706	3.54e-25
RP11-676M6.1	ENSG00000254612.2	3.380	0.835	1.255	1.30e-28
RP11-805J14.5	ENSG00000254721.1	8.470	2.660	1.372	2.60e-22
RP11-7I15.3	ENSG00000254829.1	1.340	0.005	1.219	2.10e-6
NPIPA2	ENSG00000254852.8	0.080	1.415	-1.161	1.10e-24
TMEM9B-AS1	ENSG00000254860.5	1.240	5.515	-1.540	2.11e-23
RP11-110I1.5	ENSG00000254909.1	0.000	4.440	-2.444	1.53e-27
STX16-NPEPL1	ENSG00000254995.4	0.490	4.405	-1.859	9.35e-45
RP11-802E16.3	ENSG00000255031.5	1.180	17.675	-3.099	1.19e-58
PIGY	ENSG00000255072.1	9.870	4.125	1.085	4.94e-3
RP11-750H9.5	ENSG00000255197.5	0.260	1.885	-1.195	2.50e-25
RP11-166D19.1	ENSG00000255248.6	1.980	10.410	-1.937	2.40e-30
FAM222A-AS1	ENSG00000255650.5	0.340	2.250	-1.278	1.92e-25
GOLGA2P10	ENSG00000255769.7	1.210	3.645	-1.072	1.14e-19
RPL41P2	ENSG00000256338.2	118.602	23.036	2.315	1.22e-37
POLG2	ENSG00000256525.6	5.040	11.365	-1.034	2.03e-23
PGA5	ENSG00000256713.7	0.000	1.260	-1.176	1.43e-24
SNRPEP2	ENSG00000256968.1	8.120	1.990	1.609	2.17e-32
LIMS3	ENSG00000256977.10	0.480	2.005	-1.022	1.33e-11
HP	ENSG00000257017.8	0.120	5.975	-2.639	2.72e-28
KIAA1147	ENSG00000257093.6	1.790	4.975	-1.099	5.71e-27
PWAR6	ENSG00000257151.1	0.790	3.730	-1.402	2.68e-28
TMPO-AS1	ENSG00000257167.2	1.950	0.280	1.205	8.57e-37
ZBED6	ENSG00000257315.1	0.300	3.670	-1.845	7.62e-36
RP11-793H13.8	ENSG00000257379.1	1.050	6.425	-1.857	3.61e-31
RP11-56G10.2	ENSG00000257386.1	0.000	4.380	-2.428	3.54e-14
RP11-203J24.9	ENSG00000257524.5	1.520	7.240	-1.709	1.79e-35
RP11-579D7.2	ENSG00000257653.1	1.120	0.000	1.084	2.27e-5
RP11-1100L3.7	ENSG00000257663.1	21.810	6.019	1.700	1.52e-22
RP11-620J15.3	ENSG00000257698.1	42.159	15.165	1.417	1.62e-32
RP11-818F20.5	ENSG00000257732.1	0.700	3.635	-1.447	3.03e-18
RP11-1143G9.4	ENSG00000257764.2	3.220	0.760	1.262	1.13e-12
RP11-162P23.2	ENSG00000257767.2	0.100	8.175	-3.060	1.34e-19
RP11-386G11.10	ENSG00000258017.1	176.851	23.595	2.854	2.02e-27
RP11-161H23.5	ENSG00000258232.2	82.378	26.783	1.585	1.42e-8
RP11-649E7.5	ENSG00000258377.1	7.710	0.070	3.025	6.53e-33
PPT2-EGFL8	ENSG00000258388.7	1.030	3.340	-1.096	1.02e-30
MEG8	ENSG00000258399.6	1.690	8.883	-1.877	2.87e-24
RP11-164J13.1	ENSG00000258461.5	0.410	3.305	-1.610	8.39e-62
RP11-203M5.7	ENSG00000258515.1	0.400	2.160	-1.174	4.77e-42
TRIM34	ENSG00000258659.6	2.700	8.655	-1.384	5.96e-26
RP11-66N24.3	ENSG00000258727.1	1.390	8.569	-2.001	6.11e-57
TVP23C-CDRT4	ENSG00000259024.6	1.440	5.240	-1.355	4.40e-14
LINC00924	ENSG00000259134.5	0.460	2.155	-1.112	6.04e-22
RP11-182J1.12	ENSG00000259244.1	1.110	9.410	-2.303	1.23e-57
PAK6	ENSG00000259288.5	1.320	3.780	-1.043	1.53e-5
RP11-316M1.12	ENSG00000259357.2	79.981	0.990	5.347	2.14e-51
GH1	ENSG00000259384.6	0.000	1.134	-1.094	5.02e-14
LINC01314	ENSG00000259417.2	0.070	2.030	-1.502	7.97e-12
RP11-566K19.5	ENSG00000259425.5	0.000	1.490	-1.316	1.26e-38
UBE2Q2P2	ENSG00000259429.5	0.480	1.965	-1.002	2.77e-25
THTPA	ENSG00000259431.5	8.710	19.570	-1.083	4.22e-18
ZNF444P1	ENSG00000259738.1	0.490	4.090	-1.772	3.16e-28
RP11-1100L3.8	ENSG00000259884.1	13.610	2.790	1.947	1.32e-4
RP11-490M8.1	ENSG00000260025.1	0.880	2.925	-1.062	5.11e-24
LA16c-390E6.4	ENSG00000260051.1	0.450	3.590	-1.662	9.23e-42
RP11-33B1.4	ENSG00000260091.1	0.970	3.305	-1.128	2.87e-19
RP5-1142A6.9	ENSG00000260121.1	0.460	2.240	-1.150	2.14e-48
FRRS1L	ENSG00000260230.2	0.340	2.500	-1.385	1.91e-21
MRC1	ENSG00000260314.2	1.140	10.420	-2.416	1.92e-30
RP11-63M22.2	ENSG00000260465.1	14.260	3.285	1.832	1.75e-15
FAM157C	ENSG00000260528.3	0.390	2.785	-1.445	9.11e-32
RP11-529K1.3	ENSG00000260537.1	0.000	1.129	-1.090	2.44e-6
MT1L	ENSG00000260549.1	3.180	23.305	-2.540	2.67e-22
RP11-23N2.4	ENSG00000260618.1	0.270	1.955	-1.218	4.29e-32
RP11-434B12.1	ENSG00000260837.1	0.480	2.135	-1.083	2.22e-37
WFDC21P	ENSG00000261040.6	4.290	14.884	-1.586	1.87e-5
RP11-303E16.2	ENSG00000261061.1	8.760	2.025	1.690	7.25e-31
RP11-701H24.4	ENSG00000261069.3	0.080	1.770	-1.359	1.39e-35
RP11-325K4.2	ENSG00000261114.1	0.610	2.255	-1.016	3.51e-33
RP11-524D16__A.3	ENSG00000261295.1	0.080	1.805	-1.377	1.07e-42
LINC01355	ENSG00000261326.2	0.460	2.040	-1.058	3.42e-37
RP11-297C4.1	ENSG00000261332.1	0.650	2.505	-1.087	7.29e-11
VPS9D1-AS1	ENSG00000261373.1	0.600	2.750	-1.229	1.48e-16
PDCD6IPP2	ENSG00000261377.5	1.080	6.055	-1.762	1.56e-33
RP4-616B8.4	ENSG00000261431.1	1.520	0.000	1.333	3.33e-7
